num,word,part,ch,lv
91,embrace,v.,擁抱；抱緊,5
92,enroll,v.,登記；使…入學,5
93,enterprise,n.,企業；事業,5
94,enthusiastic,adj.,熱情的；熱心的,5
95,erect,v.,使直立；豎立,5
96,estate,n.,地產；遺產,5
97,esteem,n.,尊重；尊敬,5
98,eternal,adj.,永久的；無休止的,5
99,exaggeration,n.,誇張；誇張的言語,5
100,exceed,v.,超過；勝過,5
101,excess,n.,過多；超過,5
102,exclude,v.,排除；拒絕…於外,5
103,execute,v.,實施；執行,5
104,executive,n.,主管人員,5
105,extension,n.,擴張；延展,5
106,extensive,adj.,廣大的；廣泛的,5
107,external,adj.,外部的；外面的,5
108,extinct,adj.,滅絕的；絕種的,5
109,extraordinary,adj.,特殊的；特別的,5
110,fabric,n.,布料,5
111,fascinate,v.,迷住；吸引,5
112,fianc?,n.,未婚夫,5
113,fluency,n.,流利、流暢,5
114,fraction,n.,小部份；片段,5
115,freight,n.,貨運；貨物,5
116,frontier,n.,國境；邊境,5
117,gathering,n.,集會；聚集,5
118,gorgeous,adj.,豪華的；極好的,5
119,grant,v.,允許；答應,5
120,grip,v.,緊握；緊抓,5
121,gross,adj.,全部的；明顯的,5
122,guideline,n.,指導方針,5
123,handicap,n.,障礙；不利條件,5
124,hence,adv.,因此,5
125,heroic,adj.,英雄的；勇敢的,5
126,housing,n.,住宅；外罩,5
127,impose,v.,課徵；強迫,5
128,impulse,n.,衝動,5
129,index,n.,索引,5
130,indispensable,adj.,不可或缺的,5
131,induce,v.,引發；導致,5
132,inherit,v.,繼承(某事物)；遺傳了(某事物),5
133,initiate,v.,發起；開始,5
134,inquire,v.,詢問；打聽,5
135,institute,n.,學會；研究機構,5
136,insure,v.,為…投保；接受保險,5
137,interference,n.,干涉；干擾,5
138,interior,adj.,內部的,5
139,interpretation,n.,說明；解釋,5
140,issue,v.,發行；出版,5
141,journalist,n.,新聞記者；報章雜誌工作者,5
142,jury,n.,陪審團,5
143,layer,n.,層,5
144,legislation,n.,立法；制定法律,5
145,lessen,v.,變少；降低,5
146,logo,n.,標誌；商標,5
147,lumber,n.,木材；木料,5
148,mainstream,n.,主流,5
149,maintenance,n.,維持；維修,5
150,mammal,n.,哺乳動物,5
151,marine,n.,海(洋)的,5
152,martial,adj.,軍事的；戰爭的,5
153,massage,n.,按摩,5
154,massive,adj.,大規模的,5
155,masterpiece,n.,傑出的作品；名作,5
156,midst,n.,中央；中間,5
157,mileage,n.,每單位燃料的行駛哩數；總英里數,5
158,mode,n.,方式；模式,5
159,modify,v.,修飾；變更,5
160,mold,n.,鑄模；模子,5
161,motive,n.,主旨；目的,5
162,mutter,v.,喃喃自語；低聲抱怨,5
163,myth,n.,神話；神怪故事,5
164,nominate,v.,提名；指派,5
165,notify,v.,通知；報告,5
166,observer,n.,觀察者,5
167,occurrence,n.,發生的事；事件,5
168,opponent,n.,(比賽；辯論的)對手；反對者,5
169,oriental,adj.,東方的,5
170,output,n.,生產；輸出,5
171,overwhelming,adj.,壓倒性的,5
172,paradox,n.,矛盾的言論,5
173,particle,n.,粒子；微量,5
174,partly,adv.,有些；有幾分,5
175,passionate,adj.,熱情的,5
176,patch,n.,補釘；斑點,5
177,patent,n.,專利；專利品,5
178,patrol,v.,巡視；巡邏,5
179,penetrate,v.,貫穿；識破,5
180,perceive,v.,認為；察覺,5
181,perish,v.,死去；消滅,5
182,persist,v.,堅持；繼續(…生存),5
183,personnel,n.,人事；員工,5
184,pistol,n.,手槍,5
185,plea,n.,請求；藉口,5
186,plead,v.,請求；以…為理由,5
187,plunge,v.,把…插入；使…投入,5
188,porch,n.,門廊；玄關,5
189,potential,adj.,有充分可能的；有潛力的,5
190,preach,v.,傳教,5
191,precaution,n.,預防,5
192,preference,n.,偏愛；優先權,5
193,prevail,v.,勝過；流行,5
194,prior,adj.,(時間；順序)在前的；優先的,5
195,priority,n.,優先考慮的事,5
196,prolong,v.,拉長；延長,5
197,proportion,n.,比例；均衡,5
198,province,n.,省(州)；領域,5
199,purchase,n.,購買；購買物,5
200,qualify,v.,獲得…資格；使…適任,5
201,rail,n.,橫木；鐵路,5
202,ranch,n.,牧場,5
203,ratio,n.,比率；比例,5
204,realm,n.,領域；範圍,5
205,rear,adj.,後方的,5
206,recommend,v.,推舉；勸導,5
207,repay,v.,償還；報答,5
208,reproduce,v.,複製；使…再生,5
209,residence,n.,住宅(宅邸)；居住,5
210,resident,n.,居住者；居民,5
211,restrain,v.,克制(抑制)；限制,5
212,resume,v.,再繼續；回到,5
213,reverse,v.,調換；翻轉,5
214,ridge,n.,山脊,5
215,rigid,adj.,堅硬的；嚴格的,5
216,sacred,adj.,神聖的；宗教性的,5
217,saint,n.,聖人；聖徒,5
218,scar,n.,傷痕；傷疤,5
219,scheme,n.,計畫；方案,5
220,secure,v.,使免於危險(保護…以防危險)；保證(權利…等),5
221,segment,n.,部分,5
222,sensation,n.,感覺；感受,5
223,sensitivity,n.,敏感度；反應能力,5
224,sentiment,n.,感情(情緒)；多愁善感,5
225,sergeant,n.,(陸空軍的)中士,5
226,series,n.,一系列；一連串,5
227,setting,n.,安裝(放置)；背景,5
228,sharpen,v.,使銳利；加重,5
229,shatter,v.,使…粉碎；使…破滅,5
230,shortage,n.,短缺；缺乏,5
231,shortcoming,n.,缺點,5
232,smash,v.,打破；重擊,5
233,soak,v.,浸泡；使溼透,5
234,soften,v.,使…變軟；使…變溫和,5
235,specialist,n.,專家；專科醫生,5
236,specimen,n.,樣品；標本,5
237,spectacle,n.,景象；奇觀,5
238,spectator,n.,觀眾,5
239,stake,n.,棍棒；(股票的)股份,5
240,startling,adj.,驚人的；令人吃驚的,5
241,statistics,n.,統計數字；統計學,5
242,stereotype,n.,刻板印象,5
243,stock,n.,庫存；儲存,5
244,straighten,v.,弄清楚；把…弄直,5
245,strain,v.,拉傷；竭盡全力,5
246,stride,n.,大步的行走；闊步,5
247,stumble,v.,蹣跚而行(跌跌撞撞地走)；結巴,5
248,submit,v.,繳交；服從,5
249,substantially,adv.,大體上；本質上,5
250,substitute,v.,代替；代理,5
251,superstition,n.,迷信,5
252,supreme,adj.,極端的；極度的,5
253,suspend,v.,懸吊下來(吊掛)；暫時停止,5
254,sustain,v.,支撐；遭受,5
255,thrust,v.,推入；擠進,5
256,title,n.,標題；頭銜,5
257,tilt,v.,傾斜,5
258,tournament,n.,錦標賽；比賽,5
259,treasury,n.,財寶；名詩集,5
260,treaty,n.,條約,5
261,tribute,n.,(表示敬意的)禮物或行為；貢品(金),5
262,underline,v.,在…處畫底線；強調,5
263,undoubtedly,adv.,無疑地(肯定地),5
264,upward,adv.,向上地；上升地,5
265,vacancy,n.,空缺；空房,5
266,vacuum,n.,真空；空虛,5
267,vague,adj.,模糊的；不明確的,5
268,vein,n.,血管；靜脈,5
269,versus,prep.,對抗…；和…相比,5
270,vigorous,adj.,精力充沛的(強健的)；強而有力的,5
271,whereas,conj.,雖然；然而,5
272,whirl,v.,旋轉；疾飛聲,5
273,widespread,adj.,廣泛的(分佈廣的；蔓延的),5
274,widow,n.,未亡人(寡婦；遺孀),5
275,wildlife,n.,野生動物,5
276,worship,v.,信奉；崇拜,5
277,worthy,adj.,有價值的；值得的,5
